library,pool_size,n,null_max_mean,null_max_sd,null_max_q90,null_max_q95,null_max_q99,null_max_maximum
high_dependency_linear_20,7,10000,0.5121396583333333,0.0281501611516635,0.5483666666666667,0.5587444444444445,0.5766777777777777,0.6267555555555556
high_dependency_linear_20,20,10000,0.5191927655555555,0.02086734189475066,0.5499111111111111,0.5605333333333333,0.5791666666666667,0.6267555555555556
mixed_realistic_20,7,10000,0.5291824049999999,0.023285363282464465,0.5598555555555556,0.5689333333333333,0.5859333333333334,0.6249
mixed_realistic_20,20,10000,0.5386887055555556,0.022240724119804472,0.5675388888888888,0.5758555555555556,0.5923777777777778,0.6376722222222222
