library,candidate_order,candidate_name,included_in_k7,included_in_k20,estimator_class,parameters_json
mixed_realistic_20,11,rbf_svm_c03,False,True,Pipeline,"{""memory"": null, ""model"": ""SVC(C=0.3, cache_size=500, random_state=314)"", ""model__C"": 0.3, ""model__break_ties"": false, ""model__cache_size"": 500, ""model__class_weight"": null, ""model__coef0"": 0.0, ""model__decision_function_shape"": ""ovr"", ""model__degree"": 3, ""model__gamma"": ""scale"", ""model__kernel"": ""rbf"", ""model__max_iter"": -1, ""model__probability"": false, ""model__random_state"": 314, ""model__shrinking"": true, ""model__tol"": 0.001, ""model__verbose"": false, ""scale"": ""StandardScaler()"", ""scale__copy"": true, ""scale__with_mean"": true, ""scale__with_std"": true, ""steps"": [[""variance"", ""VarianceThreshold()""], [""scale"", ""StandardScaler()""], [""model"", ""SVC(C=0.3, cache_size=500, random_state=314)""]], ""transform_input"": null, ""variance"": ""VarianceThreshold()"", ""variance__threshold"": 0.0, ""verbose"": false}"
mixed_realistic_20,12,rbf_svm_c3,False,True,Pipeline,"{""memory"": null, ""model"": ""SVC(C=3.0, cache_size=500, random_state=318)"", ""model__C"": 3.0, ""model__break_ties"": false, ""model__cache_size"": 500, ""model__class_weight"": null, ""model__coef0"": 0.0, ""model__decision_function_shape"": ""ovr"", ""model__degree"": 3, ""model__gamma"": ""scale"", ""model__kernel"": ""rbf"", ""model__max_iter"": -1, ""model__probability"": false, ""model__random_state"": 318, ""model__shrinking"": true, ""model__tol"": 0.001, ""model__verbose"": false, ""scale"": ""StandardScaler()"", ""scale__copy"": true, ""scale__with_mean"": true, ""scale__with_std"": true, ""steps"": [[""variance"", ""VarianceThreshold()""], [""scale"", ""StandardScaler()""], [""model"", ""SVC(C=3.0, cache_size=500, random_state=318)""]], ""transform_input"": null, ""variance"": ""VarianceThreshold()"", ""variance__threshold"": 0.0, ""verbose"": false}"
mixed_realistic_20,13,extra_trees,False,True,ExtraTreesClassifier,"{""bootstrap"": false, ""ccp_alpha"": 0.0, ""class_weight"": null, ""criterion"": ""gini"", ""max_depth"": null, ""max_features"": ""sqrt"", ""max_leaf_nodes"": null, ""max_samples"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 2, ""min_samples_split"": 2, ""min_weight_fraction_leaf"": 0.0, ""monotonic_cst"": null, ""n_estimators"": 100, ""n_jobs"": 1, ""oob_score"": false, ""random_state"": 332, ""verbose"": 0, ""warm_start"": false}"
mixed_realistic_20,14,random_forest_shallow,False,True,RandomForestClassifier,"{""bootstrap"": true, ""ccp_alpha"": 0.0, ""class_weight"": null, ""criterion"": ""gini"", ""max_depth"": 5, ""max_features"": ""sqrt"", ""max_leaf_nodes"": null, ""max_samples"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 5, ""min_samples_split"": 2, ""min_weight_fraction_leaf"": 0.0, ""monotonic_cst"": null, ""n_estimators"": 100, ""n_jobs"": 1, ""oob_score"": false, ""random_state"": 338, ""verbose"": 0, ""warm_start"": false}"
mixed_realistic_20,15,random_forest_tuned,False,True,RandomForestClassifier,"{""bootstrap"": true, ""ccp_alpha"": 0.0, ""class_weight"": null, ""criterion"": ""gini"", ""max_depth"": null, ""max_features"": 0.7, ""max_leaf_nodes"": null, ""max_samples"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 2, ""min_samples_split"": 2, ""min_weight_fraction_leaf"": 0.0, ""monotonic_cst"": null, ""n_estimators"": 100, ""n_jobs"": 1, ""oob_score"": false, ""random_state"": 348, ""verbose"": 0, ""warm_start"": false}"
mixed_realistic_20,16,gradient_boosting,False,True,GradientBoostingClassifier,"{""ccp_alpha"": 0.0, ""criterion"": ""friedman_mse"", ""init"": null, ""learning_rate"": 0.05, ""loss"": ""log_loss"", ""max_depth"": 2, ""max_features"": null, ""max_leaf_nodes"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 5, ""min_samples_split"": 2, ""min_weight_fraction_leaf"": 0.0, ""n_estimators"": 100, ""n_iter_no_change"": null, ""random_state"": 350, ""subsample"": 1.0, ""tol"": 0.0001, ""validation_fraction"": 0.1, ""verbose"": 0, ""warm_start"": false}"
mixed_realistic_20,17,adaboost_stump,False,True,AdaBoostClassifier,"{""algorithm"": ""deprecated"", ""estimator"": ""DecisionTreeClassifier(max_depth=1, random_state=354)"", ""estimator__ccp_alpha"": 0.0, ""estimator__class_weight"": null, ""estimator__criterion"": ""gini"", ""estimator__max_depth"": 1, ""estimator__max_features"": null, ""estimator__max_leaf_nodes"": null, ""estimator__min_impurity_decrease"": 0.0, ""estimator__min_samples_leaf"": 1, ""estimator__min_samples_split"": 2, ""estimator__min_weight_fraction_leaf"": 0.0, ""estimator__monotonic_cst"": null, ""estimator__random_state"": 354, ""estimator__splitter"": ""best"", ""learning_rate"": 0.05, ""n_estimators"": 100, ""random_state"": 360}"
mixed_realistic_20,18,hist_gb_shallow,False,True,HistGradientBoostingClassifier,"{""categorical_features"": ""from_dtype"", ""class_weight"": null, ""early_stopping"": ""auto"", ""interaction_cst"": null, ""l2_regularization"": 0.5, ""learning_rate"": 0.05, ""loss"": ""log_loss"", ""max_bins"": 255, ""max_depth"": null, ""max_features"": 1.0, ""max_iter"": 120, ""max_leaf_nodes"": 15, ""min_samples_leaf"": 20, ""monotonic_cst"": null, ""n_iter_no_change"": 10, ""random_state"": 368, ""scoring"": ""loss"", ""tol"": 1e-07, ""validation_fraction"": 0.1, ""verbose"": 0, ""warm_start"": false}"
mixed_realistic_20,19,linear_discriminant_shrinkage,False,True,Pipeline,"{""memory"": null, ""model"": ""LinearDiscriminantAnalysis(shrinkage='auto', solver='lsqr')"", ""model__covariance_estimator"": null, ""model__n_components"": null, ""model__priors"": null, ""model__shrinkage"": ""auto"", ""model__solver"": ""lsqr"", ""model__store_covariance"": false, ""model__tol"": 0.0001, ""scale"": ""StandardScaler()"", ""scale__copy"": true, ""scale__with_mean"": true, ""scale__with_std"": true, ""steps"": [[""variance"", ""VarianceThreshold()""], [""scale"", ""StandardScaler()""], [""model"", ""LinearDiscriminantAnalysis(shrinkage='auto', solver='lsqr')""]], ""transform_input"": null, ""variance"": ""VarianceThreshold()"", ""variance__threshold"": 0.0, ""verbose"": false}"
mixed_realistic_20,20,knn_15_distance,False,True,Pipeline,"{""memory"": null, ""model"": ""KNeighborsClassifier(n_jobs=1, n_neighbors=15, weights='distance')"", ""model__algorithm"": ""auto"", ""model__leaf_size"": 30, ""model__metric"": ""minkowski"", ""model__metric_params"": null, ""model__n_jobs"": 1, ""model__n_neighbors"": 15, ""model__p"": 2, ""model__weights"": ""distance"", ""scale"": ""StandardScaler()"", ""scale__copy"": true, ""scale__with_mean"": true, ""scale__with_std"": true, ""steps"": [[""variance"", ""VarianceThreshold()""], [""scale"", ""StandardScaler()""], [""model"", ""KNeighborsClassifier(n_jobs=1, n_neighbors=15, weights='distance')""]], ""transform_input"": null, ""variance"": ""VarianceThreshold()"", ""variance__threshold"": 0.0, ""verbose"": false}"
