dgp,alpha,reference_size,evaluation_size,replications,true_delta_pi,mean_delta_pi,observed_bias_delta_pi,standardized_bias_delta_pi,true_delta_s,mean_delta_s,observed_bias_delta_s,standardized_bias_delta_s,tess_at_mean_policy_probabilities,centering_component_delta_s,jensen_adaptive,jensen_comparator,jensen_difference_delta_s,centering_share_of_observed_bias,jensen_share_of_observed_bias,decomposition_error,mcse_observed_bias_delta_s,mcse_centering_component,mcse_jensen_component,mean_pi_adaptive,mean_pi_comparator
gain_coupled_k20,0.01,3000,5000,2000,0.0214252006787205,0.02179431624000001,0.00036911556127951217,0.1749059805769831,2.34272961610562,2.3907670049721874,0.04803738886656728,0.2007819465014259,2.3898544048537964,0.04712478874817627,0.002969057543309006,0.0020564574249206657,0.0009126001183883403,0.9810022955051549,0.018997704494789585,2.6645352591003757e-15,0.004850023563435851,0.004855225593080447,4.919285479659028e-05,0.1034693,0.08167498375999999
