bootstrap_replication,delta_tess,tess_promising,tess_matched_random,pi_promising,pi_matched_random,pi_base,pi_full,activation_rate,cov_activation_increment,trigger_threshold,trigger_tie_probability,incremental_gain_rate,reverse_transition_rate,reference_unique_repetitions,evaluation_unique_repetitions
458,0.8382310197555043,6.931368780365318,6.093137760609814,0.2992,0.26841152,0.2054,0.3278,0.5148,0.030788479999999993,0.5283333333333333,1.0,0.1238,0.0014,3140.0,3165.0
459,0.71007827292431,6.649657684332337,5.939579411408027,0.289,0.26262640000000004,0.2038,0.3196,0.508,0.026373599999999997,0.5279722222222223,1.0,0.1174,0.0016,3214.0,3168.0
460,0.6962766014871553,6.9146843756275365,6.218407774140381,0.2986,0.27309728,0.2134,0.3318,0.5042,0.02550272,0.5282388888888889,0.6666666666666666,0.119,0.0006,3202.0,3145.0
461,0.8289503433410834,6.583960147026795,5.755009803685712,0.2866,0.25561239999999996,0.1964,0.3144,0.5018,0.030987600000000004,0.5287166666666666,1.0,0.12,0.002,3172.0,3158.0
462,0.8869612013212445,6.485827092113268,5.598865890792023,0.283,0.24962656,0.1882,0.313,0.4922,0.03337344,0.5291555555555555,1.0,0.1268,0.002,3184.0,3179.0
463,0.7965882292880293,6.545738574716212,5.749150345428182,0.2852,0.25538864,0.1962,0.3166,0.4916,0.029811360000000002,0.5292666666666667,0.5,0.1224,0.002,3167.0,3159.0
464,0.8859451832637184,7.143949818704263,6.258004635440544,0.3068,0.27457216,0.2144,0.3336,0.5048,0.032227839999999994,0.5283555555555556,0.8,0.1216,0.0024,3164.0,3127.0
465,0.8967155480212998,7.189000620371555,6.292285072350255,0.3084,0.2758466,0.2126,0.3356,0.5142,0.032553399999999996,0.5283277777777777,1.0,0.124,0.001,3182.0,3178.0
466,0.7077850705167368,6.892460690409712,6.1846756198929755,0.2978,0.27183848,0.2084,0.3312,0.5166,0.025961520000000002,0.5282222222222221,0.3333333333333333,0.1238,0.001,3160.0,3111.0
467,0.7430393677404412,6.469519499572106,5.726480131831665,0.2824,0.25452228,0.192,0.3162,0.5034,0.027877719999999995,0.5283555555555556,1.0,0.1264,0.0022,3144.0,3168.0
468,0.7202866999061577,6.864716661611656,6.144429961705498,0.2968,0.27033376,0.2116,0.3274,0.5072,0.026466240000000002,0.5283333333333333,1.0,0.1172,0.0014,3163.0,3132.0
469,0.6516171658765426,6.420678407440087,5.769061241563544,0.2806,0.25614872,0.1952,0.317,0.5004,0.024451280000000006,0.5289222222222222,0.5,0.1244,0.0026,3173.0,3115.0
470,0.834726105906908,7.009418687426481,6.174692581519573,0.302,0.27146552,0.2106,0.3292,0.5132,0.030534479999999996,0.5287444444444445,1.0,0.1198,0.0012,3157.0,3137.0
471,0.755597802448424,7.059759134766916,6.304161332318492,0.3038,0.2762876,0.2104,0.3374,0.5188,0.027512399999999992,0.5283944444444444,0.3333333333333333,0.1284,0.0014,3193.0,3148.0
472,0.7285792720189859,6.344945748264725,5.616366476245739,0.2778,0.25029984,0.1938,0.3092,0.4896,0.02750016000000001,0.5292111111111111,1.0,0.1176,0.0022,3144.0,3161.0
473,0.7209137337503844,6.671606153575651,5.950692419825266,0.2898,0.2630466,0.201,0.32,0.5214,0.02675340000000001,0.5274277777777778,1.0,0.1202,0.0012,3171.0,3159.0
474,0.893076364224787,6.886908725187448,5.993832360962661,0.2976,0.26467552,0.1996,0.3268,0.5116,0.03292447999999999,0.5287166666666666,1.0,0.129,0.0018,3127.0,3144.0
475,0.706056302387803,6.710075533280676,6.004019230892873,0.2912,0.26505964,0.2092,0.3186,0.5106,0.02614036,0.5288999999999999,1.0,0.1112,0.0018,3173.0,3153.0
476,0.882502774583986,6.480389712146011,5.597886937562025,0.2828,0.24958888,0.1902,0.3116,0.4892,0.033211120000000004,0.5291,0.6666666666666666,0.1224,0.001,3174.0,3169.0
477,0.8294299747793836,6.704575257959604,5.8751452831802204,0.291,0.26018532,0.196,0.3222,0.5086,0.030814679999999997,0.5285,0.8,0.1294,0.0032,3127.0,3148.0
478,0.827199091505828,6.787242770146432,5.960043678640604,0.294,0.2634,0.2038,0.323,0.5,0.030600000000000002,0.5285777777777778,0.5,0.1204,0.0012,3152.0,3124.0
479,0.8861764293774463,6.453225536445438,5.567049107067992,0.2818,0.24840096,0.1914,0.3066,0.4948,0.03339903999999999,0.5292777777777777,1.0,0.1182,0.003,3166.0,3163.0
480,0.7867747212044973,6.903569366349143,6.116794645144646,0.2982,0.26929872,0.2066,0.3312,0.5032,0.02890128,0.5287111111111111,1.0,0.1266,0.002,3138.0,3102.0
481,0.7680229477698743,6.903569366349143,6.135546418579269,0.2982,0.2700012,0.2012,0.3322,0.5252,0.028198799999999996,0.5276611111111111,1.0,0.1324,0.0014,3120.0,3146.0
482,0.9082775694528209,6.9759304586148385,6.067652889162018,0.3008,0.26745456,0.1988,0.334,0.5078,0.03334543999999999,0.5285111111111112,1.0,0.1366,0.0014,3191.0,3176.0
483,0.7294080506654126,6.33415077249267,5.604742721827257,0.2774,0.24985272,0.1908,0.309,0.4996,0.02754728,0.5280722222222223,1.0,0.1204,0.0022,3121.0,3166.0
484,0.9627046618278303,6.776200161102284,5.813495499274453,0.2936,0.25784216,0.1964,0.3186,0.5028,0.03575783999999999,0.5285222222222222,1.0,0.1232,0.001,3194.0,3174.0
485,0.69878038092238,6.9146843756275365,6.215903994705156,0.2986,0.27300392,0.2132,0.332,0.5034,0.025596080000000007,0.5285,0.5,0.1202,0.0014,3164.0,3165.0
486,0.6983225182571227,6.6113072208701364,5.912984702613014,0.2876,0.26161984,0.2014,0.3206,0.5052,0.025980160000000002,0.5280833333333333,0.3333333333333333,0.1198,0.0006,3188.0,3186.0
487,0.6604083962467113,6.371959367310639,5.711550971063928,0.2788,0.25395120000000004,0.1962,0.3132,0.4936,0.024848800000000004,0.5287166666666666,0.25,0.1182,0.0012,3189.0,3145.0
488,0.8062257463462288,6.837012058759519,6.03078631241329,0.2958,0.266068,0.2046,0.3256,0.508,0.029732,0.5284555555555556,0.8,0.1218,0.0008,3153.0,3173.0
489,0.8112096046392336,6.737600210655481,5.9263906060162475,0.2922,0.2621274,0.2004,0.3246,0.497,0.030072600000000005,0.5293222222222222,1.0,0.1258,0.0016,3194.0,3154.0
490,0.8224114363124659,6.803818420071869,5.9814069837594035,0.2946,0.26420672,0.2004,0.3266,0.5056,0.030393279999999995,0.5285,0.6666666666666666,0.1276,0.0014,3162.0,3194.0
491,0.6912158656499576,7.0541593283960236,6.362943462746066,0.3036,0.2784664,0.2152,0.3364,0.522,0.025133600000000006,0.5279222222222222,1.0,0.1226,0.0014,3186.0,3152.0
492,0.8910778042851062,6.600363787663217,5.709285983378111,0.2872,0.25386452,0.197,0.3116,0.4962,0.03333548000000001,0.5286833333333333,1.0,0.1154,0.0008,3157.0,3165.0
493,0.8429810999915608,6.770681201193884,5.927700101202324,0.2934,0.26217696,0.2004,0.3222,0.5072,0.03122304,0.5282000000000001,1.0,0.1234,0.0016,3180.0,3164.0
494,0.7640601210826423,6.948067475815542,6.184007354732899,0.2998,0.27181352,0.209,0.3326,0.5082,0.027986480000000008,0.5280222222222223,0.5,0.1256,0.002,3143.0,3176.0
495,0.8197871093317861,6.578495332486115,5.758708223154329,0.2864,0.2557536,0.1916,0.3196,0.5012,0.03064639999999999,0.5287333333333333,1.0,0.1296,0.0016,3154.0,3167.0
496,0.6435717208690779,6.6113072208701364,5.967735500001059,0.2876,0.26369056,0.207,0.3202,0.5008,0.023909440000000004,0.5283555555555556,0.5,0.115,0.0018,3151.0,3180.0
497,0.7520564959026101,6.317969507975795,5.565913012073185,0.2768,0.24835716,0.1878,0.3064,0.5106,0.02844283999999999,0.5279666666666667,0.3333333333333333,0.1204,0.0018,3144.0,3211.0
498,0.8849516705041403,6.671606153575651,5.78665448307151,0.2898,0.25681968,0.1926,0.3214,0.4986,0.032980319999999994,0.5286444444444445,1.0,0.129,0.0002,3147.0,3193.0
499,0.8790020324267322,6.2856472141733155,5.406645181746583,0.2756,0.24219156000000003,0.1758,0.3096,0.4962,0.03340844,0.5286111111111111,1.0,0.135,0.0012,3170.0,3180.0
500,0.7929152788203764,6.6880837365367265,5.89516845771635,0.2904,0.26094476,0.2006,0.32,0.5054,0.029455240000000008,0.5285,0.5,0.12,0.0006,3165.0,3170.0
501,0.7873218796823531,6.770681201193884,5.983359321511531,0.2934,0.2642804,0.2048,0.3212,0.511,0.029119599999999995,0.5283333333333333,1.0,0.1178,0.0014,3159.0,3163.0
502,0.7419868076850511,6.638692708932933,5.8967059012478815,0.2886,0.26100303999999996,0.2042,0.319,0.4948,0.027596960000000004,0.5284388888888889,0.75,0.1162,0.0014,3169.0,3125.0
503,0.7973680722450736,6.59489437375549,5.797526301510416,0.287,0.257234,0.1984,0.3134,0.5116,0.029765999999999987,0.5290555555555555,1.0,0.1164,0.0014,3181.0,3135.0
504,0.8831458893167419,7.313429811658573,6.4302839223418315,0.3128,0.28095435999999996,0.2122,0.3456,0.5154,0.03184564000000001,0.5283055555555556,1.0,0.1348,0.0014,3163.0,3210.0
505,0.8513938353376318,6.981507836923861,6.130114001586229,0.301,0.26979776,0.206,0.3308,0.5112,0.031202240000000006,0.5284388888888889,0.3333333333333333,0.1276,0.0028,3144.0,3177.0
506,0.8830583146025219,7.042964538684909,6.159906224082387,0.3032,0.27091276000000003,0.2116,0.3274,0.5122,0.03228724,0.5285222222222222,0.4,0.1166,0.0008,3171.0,3145.0
507,0.7761694391281111,6.7265856760426,5.950416236914489,0.2918,0.26303616,0.2022,0.3254,0.4938,0.028763839999999992,0.5297666666666667,0.5,0.125,0.0018,3197.0,3120.0
508,0.8022433810363827,6.350345478460226,5.548102097423843,0.278,0.24767016,0.186,0.3088,0.5022,0.030329839999999997,0.5291555555555555,0.3333333333333333,0.1246,0.0018,3133.0,3179.0
509,0.7555647065941944,6.9759304586148385,6.220365752020644,0.3008,0.27317028,0.2094,0.334,0.5118,0.027629719999999997,0.5286444444444445,1.0,0.1276,0.003,3165.0,3135.0
510,0.7547666096167331,6.948067475815542,6.1933008661988085,0.2998,0.27216056,0.2076,0.3334,0.5132,0.02763944,0.5283055555555556,1.0,0.1272,0.0014,3136.0,3137.0
511,0.8371642905099534,6.964780486480078,6.127616195970124,0.3004,0.2697042,0.2016,0.3354,0.509,0.030695799999999995,0.5280444444444445,0.6666666666666666,0.1354,0.0016,3172.0,3135.0
512,0.7407118202459273,6.4967064036379005,5.755994583391973,0.2834,0.25565,0.1946,0.3196,0.4884,0.027750000000000004,0.5286833333333333,0.5,0.127,0.002,3185.0,3167.0
513,0.8226260737050541,7.082174458588592,6.259548384883538,0.3046,0.2746296,0.2148,0.3312,0.514,0.0299704,0.5285444444444444,0.5,0.1178,0.0014,3190.0,3171.0
514,0.7830233421925801,6.07152396624711,5.28850062405453,0.2676,0.23758528,0.1784,0.3016,0.4804,0.03001472,0.5291,0.8333333333333334,0.1248,0.0016,3136.0,3178.0
515,0.9012727250813448,6.5239312729500245,5.62265854786868,0.2844,0.25054176,0.1896,0.309,0.5104,0.03385824,0.5287777777777778,0.3333333333333333,0.121,0.0016,3174.0,3154.0
516,0.9468495940613924,7.0038333197486216,6.056983725687229,0.3018,0.26705356,0.2006,0.3324,0.5042,0.03474644,0.5286833333333333,1.0,0.1334,0.0016,3150.0,3196.0
517,0.780122868535666,6.9146843756275365,6.13456150709187,0.2986,0.26996432,0.2102,0.3278,0.5082,0.02863568000000001,0.5286777777777778,0.6666666666666666,0.1194,0.0018,3137.0,3164.0
518,0.7592307199283415,6.898014237163181,6.13878351723484,0.298,0.2701224,0.2108,0.3268,0.5114,0.027877600000000002,0.5288888888888889,1.0,0.1184,0.0024,3151.0,3165.0
519,0.7994398625191046,7.020594225563523,6.221154363044419,0.3024,0.27319968,0.207,0.3366,0.5108,0.029200320000000002,0.5280333333333334,1.0,0.1308,0.0012,3154.0,3144.0
520,0.7944660059637885,6.296415359018307,5.501949353054519,0.276,0.24588704,0.1878,0.3062,0.4906,0.03011296,0.5289888888888888,0.5,0.1196,0.0012,3158.0,3186.0
521,0.8583001970749713,6.981507836923861,6.123207639848889,0.301,0.26953904,0.2022,0.3314,0.5212,0.031460959999999996,0.5277555555555555,0.3333333333333333,0.1308,0.0016,3184.0,3172.0
522,0.9067513111081524,7.273752495965008,6.367001184856855,0.3114,0.27861656,0.2112,0.3404,0.5218,0.03278343999999998,0.5283277777777777,1.0,0.1308,0.0016,3229.0,3131.0
523,0.7738903531976868,6.848089175958784,6.0741988227610975,0.2962,0.26770048,0.2048,0.33,0.5024,0.02849952,0.5288444444444445,1.0,0.1258,0.0006,3124.0,3159.0
524,0.8602469493555365,6.7320921654864145,5.871845216130878,0.292,0.26006008,0.1994,0.3216,0.4964,0.03193992,0.5291333333333333,1.0,0.1236,0.0014,3187.0,3148.0
525,0.8028190133347941,6.981507836923861,6.1786888235890665,0.301,0.27161484,0.2058,0.3332,0.5166,0.029385160000000007,0.5277000000000001,1.0,0.13,0.0026,3149.0,3181.0
526,0.8007518068586545,6.699076533978371,5.898324727119716,0.2908,0.26106440000000003,0.201,0.322,0.4964,0.029735600000000008,0.5286833333333333,1.0,0.1222,0.0012,3136.0,3165.0
527,0.7875892155179258,6.51848325677758,5.7308940412596545,0.2842,0.25469104,0.1958,0.3154,0.4924,0.029508960000000008,0.5287777777777778,1.0,0.1204,0.0008,3148.0,3129.0
528,0.7093795676147279,6.792766421053542,6.083386853438814,0.2942,0.26804552000000004,0.2058,0.3236,0.5284,0.026154480000000008,0.5277333333333334,1.0,0.1194,0.0016,3141.0,3161.0
529,0.7332770398216022,6.9146843756275365,6.181407335805934,0.2986,0.2717164,0.2134,0.3298,0.501,0.026883599999999994,0.528988888888889,1.0,0.118,0.0016,3136.0,3157.0
530,0.7460860744934905,6.743109812429106,5.997023737935615,0.2924,0.26479588,0.2076,0.3214,0.5026,0.027604119999999996,0.5285111111111112,0.3333333333333333,0.1156,0.0018,3159.0,3175.0
531,0.6272518544042285,6.853630095634059,6.22637824122983,0.2964,0.2733944,0.2102,0.3308,0.524,0.0230056,0.5277333333333334,1.0,0.1234,0.0028,3164.0,3152.0
532,0.8561605266571544,6.464086665275775,5.6079261386186205,0.2822,0.2499752,0.19,0.312,0.4916,0.032224800000000005,0.5294222222222222,1.0,0.123,0.001,3118.0,3152.0
533,0.7120392082118441,6.50214833688921,5.790109128677366,0.2836,0.25695135999999996,0.204,0.3118,0.4912,0.02664864,0.5291944444444445,1.0,0.1104,0.0026,3160.0,3134.0
534,0.7854146422833637,6.737600210655481,5.952185568372117,0.2922,0.26310304,0.2,0.3232,0.5122,0.029096960000000005,0.5285,1.0,0.1246,0.0014,3177.0,3168.0
535,0.7788380648826942,6.464086665275775,5.685248600393081,0.2822,0.252944,0.1934,0.3134,0.4962,0.02925600000000001,0.5284777777777778,1.0,0.1212,0.0012,3173.0,3158.0
536,0.817479613342071,6.1943573248279025,5.3768777114858315,0.2722,0.2410336,0.1858,0.2968,0.4976,0.031166400000000004,0.5289222222222222,1.0,0.1122,0.0012,3147.0,3181.0
537,0.7777844966779899,6.62225680034708,5.84447230366909,0.288,0.25902044,0.1964,0.3226,0.4962,0.02897956,0.5293722222222222,0.75,0.1274,0.0012,3147.0,3174.0
538,0.7671432897394048,6.6441744257541515,5.877031136014747,0.2888,0.26025687999999997,0.2022,0.3226,0.4822,0.028543119999999998,0.52925,0.5,0.1222,0.0018,3172.0,3162.0
539,0.7875399550452062,7.0541593283960236,6.266619373350817,0.3036,0.27489263999999997,0.209,0.3366,0.5164,0.028707360000000015,0.5280777777777778,0.3333333333333333,0.1288,0.0012,3166.0,3194.0
540,0.8793477833384111,6.737600210655481,5.85825242731707,0.2922,0.259544,0.1994,0.3194,0.5012,0.032656,0.5286777777777778,0.5,0.1218,0.0018,3152.0,3125.0
541,0.804949983672457,6.781720683791366,5.976770700118909,0.2938,0.26403171999999997,0.2072,0.321,0.4994,0.029768279999999994,0.5289222222222222,0.6666666666666666,0.1158,0.002,3161.0,3200.0
542,0.7807313772287197,7.059759134766916,6.279027757538197,0.3038,0.275354,0.2096,0.3396,0.5058,0.028446,0.5285222222222222,0.6666666666666666,0.1322,0.0022,3139.0,3166.0
543,0.7698439347911821,6.6441744257541515,5.874330490962969,0.2888,0.2601544,0.2006,0.3214,0.493,0.0286456,0.5287999999999999,1.0,0.122,0.0012,3178.0,3166.0
544,0.7211279811547806,6.583960147026795,5.862832165872015,0.2866,0.25971792,0.2016,0.3192,0.4942,0.02688208000000001,0.5287777777777778,0.5,0.1198,0.0022,3176.0,3173.0
545,0.8104456958869699,6.671606153575651,5.861160457688681,0.2898,0.25965444,0.1996,0.3174,0.5098,0.030145559999999995,0.5286666666666666,1.0,0.1196,0.0018,3202.0,3164.0
546,0.8058646126591462,6.920244257526399,6.1143796448672525,0.2988,0.2692082,0.2082,0.3292,0.5042,0.0295918,0.5281,0.5,0.1224,0.0014,3184.0,3164.0
547,0.7241625830176792,6.355746704633082,5.631584121615402,0.2782,0.2508848,0.187,0.3158,0.496,0.02731520000000001,0.5288222222222222,0.6666666666666666,0.13,0.0012,3175.0,3149.0
548,0.9050388081313265,6.60583473641421,5.700795928282884,0.2874,0.25353952,0.1942,0.3166,0.4848,0.033860480000000005,0.5288666666666667,1.0,0.123,0.0006,3192.0,3178.0
549,0.7565156370063617,6.931368780365318,6.174853143358956,0.2992,0.27147151999999997,0.2094,0.335,0.4942,0.027728480000000014,0.5289722222222222,0.5,0.1272,0.0016,3138.0,3160.0
550,0.7828444438384397,6.837012058759519,6.054167614921079,0.2958,0.26694768,0.199,0.3314,0.5132,0.02885232,0.5282388888888889,1.0,0.134,0.0016,3187.0,3191.0
551,0.7372744167575958,6.399010468842618,5.661736052085022,0.2798,0.25204248,0.192,0.3132,0.4954,0.02775752,0.5281222222222223,1.0,0.1228,0.0016,3133.0,3196.0
552,0.9831825799498892,6.981507836923861,5.998325256973971,0.301,0.26484496,0.2004,0.3296,0.4988,0.036155039999999986,0.5284555555555556,1.0,0.1312,0.002,3177.0,3185.0
553,0.8180089380592088,6.366553648228113,5.548544710168904,0.2786,0.24768724,0.1874,0.3088,0.4966,0.03091276000000001,0.5286777777777778,0.5,0.124,0.0026,3154.0,3126.0
554,0.9388488248413669,6.853630095634059,5.914781270792692,0.2964,0.26168788,0.1972,0.325,0.5046,0.034712119999999985,0.5285444444444444,1.0,0.1286,0.0008,3126.0,3158.0
555,0.8282226988438515,6.837012058759519,6.008789359915667,0.2958,0.26523944,0.2034,0.326,0.5044,0.03056056,0.5284222222222222,1.0,0.1234,0.0008,3168.0,3136.0
556,0.8809061377334952,6.776200161102284,5.8952940233687885,0.2936,0.26094952,0.1984,0.3238,0.4988,0.032650479999999996,0.5291944444444445,1.0,0.1268,0.0014,3164.0,3197.0
557,0.7782274722805633,6.770681201193884,5.992453728913321,0.2934,0.26462352,0.2028,0.3216,0.5204,0.02877648,0.5282222222222221,0.3333333333333333,0.121,0.0022,3173.0,3156.0
558,0.7779386401625867,6.50759178959698,5.729653149434394,0.2838,0.2546436,0.1968,0.3148,0.4902,0.029156399999999992,0.5292666666666667,1.0,0.1194,0.0014,3120.0,3161.0
559,0.7602802751571014,6.920244257526399,6.159963982369297,0.2988,0.27091492,0.211,0.3304,0.5018,0.02788508,0.5285,1.0,0.1214,0.002,3152.0,3150.0
560,0.7943605455357492,6.792766421053542,5.9984058755177925,0.2942,0.264848,0.2048,0.3248,0.5004,0.029352000000000003,0.5284388888888889,0.5,0.1212,0.0012,3173.0,3206.0
561,0.7581392130861495,7.200279605786655,6.442140392700505,0.3088,0.28139152,0.214,0.3442,0.5176,0.02740848,0.5280777777777778,1.0,0.1316,0.0014,3131.0,3136.0
562,0.8644405364397834,6.776200161102284,5.9117596246625,0.2936,0.26157344000000005,0.1952,0.328,0.4998,0.032026559999999996,0.5287777777777778,0.5,0.1342,0.0014,3125.0,3142.0
563,0.731348189536007,6.350345478460226,5.618997288924219,0.278,0.250401,0.1932,0.3082,0.4974,0.027599,0.5280777777777778,1.0,0.1164,0.0014,3161.0,3137.0
564,0.8573401187245304,6.859172590553044,6.001832471828513,0.2966,0.2649772,0.1996,0.3286,0.5068,0.03162279999999999,0.5285,0.75,0.13,0.001,3157.0,3187.0
565,0.8123704849904376,6.837012058759519,6.024641573769081,0.2958,0.26583663999999996,0.2006,0.3262,0.5194,0.029963360000000022,0.5279888888888888,1.0,0.1266,0.001,3165.0,3141.0
566,0.836628563837631,7.279415742408963,6.442787178571332,0.3116,0.28141536,0.2136,0.3472,0.5076,0.03018464,0.5291222222222223,0.6666666666666666,0.1358,0.0022,3152.0,3173.0
567,0.7238622364432832,6.534831874713585,5.8109696382703016,0.2848,0.25774600000000003,0.196,0.319,0.502,0.027054,0.5282222222222221,0.5,0.124,0.001,3125.0,3202.0
568,0.8105913722441498,6.4967064036379005,5.686115031393751,0.2834,0.2529772,0.196,0.31,0.4998,0.0304228,0.5295888888888889,1.0,0.1164,0.0024,3148.0,3166.0
569,0.7903694613974155,6.627733897095065,5.8373644356976495,0.2882,0.25875024,0.196,0.3212,0.5012,0.029449760000000005,0.5287222222222222,0.6666666666666666,0.1276,0.0024,3166.0,3169.0
570,0.8027055084165431,6.6770971339657645,5.8743916255492215,0.29,0.26015672,0.2036,0.3194,0.4884,0.029843280000000007,0.5289222222222222,0.3333333333333333,0.1168,0.001,3160.0,3117.0
571,0.6841584974064228,6.589426493830089,5.9052679964236665,0.2868,0.26132752000000004,0.201,0.3218,0.4994,0.02547248,0.5287888888888889,1.0,0.1222,0.0014,3152.0,3156.0
572,0.8370128725139052,6.355746704633082,5.518733832119176,0.2782,0.246536,0.187,0.309,0.488,0.031664000000000005,0.5292,1.0,0.124,0.002,3149.0,3146.0
573,0.8471680444402274,7.127082571152148,6.279914526711921,0.3062,0.27538696,0.211,0.3386,0.5046,0.03081304,0.5283277777777777,1.0,0.1304,0.0028,3196.0,3143.0
574,0.765887350196266,6.5239312729500245,5.7580439227537585,0.2844,0.25572824,0.196,0.3156,0.4994,0.028671760000000004,0.5283944444444444,0.75,0.1212,0.0016,3157.0,3166.0
575,0.7013919981953274,6.458655344514577,5.75726334631925,0.282,0.25569843999999997,0.2006,0.312,0.4946,0.02630156,0.528988888888889,0.6666666666666666,0.114,0.0026,3138.0,3146.0
576,0.6111514547248813,6.426099157022132,5.814947702297251,0.2808,0.25789744,0.2004,0.3148,0.5026,0.022902559999999995,0.5285444444444444,1.0,0.1156,0.0012,3129.0,3116.0
577,0.8210355106053848,6.959207890830811,6.138172380225426,0.3002,0.27009952,0.2074,0.3322,0.5024,0.03010048,0.5280444444444445,0.6666666666666666,0.1264,0.0016,3178.0,3156.0
578,0.7546913716805053,6.864716661611656,6.1100252899311505,0.2968,0.26904496,0.2068,0.3304,0.5036,0.027755039999999988,0.5286333333333333,1.0,0.1254,0.0018,3152.0,3160.0
579,0.8587780797159237,6.710075533280676,5.851297453564753,0.2912,0.2592798,0.1956,0.3222,0.503,0.03192020000000001,0.5291555555555555,0.25,0.1276,0.001,3187.0,3192.0
580,0.9126201303584871,7.217210328297718,6.3045901979392305,0.3094,0.27630351999999997,0.208,0.3384,0.5238,0.03309648000000001,0.5280444444444444,1.0,0.1318,0.0014,3099.0,3166.0
581,0.8018060777955913,6.842549830632066,6.040743752836475,0.296,0.26644276,0.2058,0.3256,0.5062,0.029557240000000005,0.5283055555555556,1.0,0.1212,0.0014,3175.0,3178.0
582,0.8879566527982945,6.704575257959604,5.81661860516131,0.291,0.25796104,0.1984,0.3156,0.5082,0.033038960000000006,0.5284555555555556,0.5,0.119,0.0018,3134.0,3175.0
583,0.8818479440306648,6.909126078869653,6.027278134838988,0.2984,0.26593592,0.201,0.3302,0.5026,0.03246407999999999,0.5284388888888889,1.0,0.1308,0.0016,3188.0,3126.0
584,0.7509560156139798,6.600363787663217,5.849407772049237,0.2872,0.259208,0.1988,0.3188,0.5034,0.027992000000000017,0.5289722222222222,1.0,0.1222,0.0022,3175.0,3167.0
585,0.7509767586664688,6.534831874713585,5.783855116047116,0.2848,0.25671296,0.1972,0.3168,0.4976,0.02808704,0.5281666666666667,1.0,0.122,0.0024,3172.0,3153.0
586,0.9068967994435013,7.1777281564864035,6.270831357042902,0.308,0.27504928,0.2086,0.3392,0.5088,0.03295072,0.5286444444444445,1.0,0.1326,0.002,3129.0,3135.0
587,0.805390260634173,7.2285056505987475,6.4231153899645745,0.3098,0.28068992,0.2178,0.337,0.5276,0.029110079999999997,0.5277777777777778,1.0,0.1216,0.0024,3148.0,3160.0
588,0.8398592672962497,6.693579360462118,5.853720093165868,0.2906,0.25937184,0.1996,0.3204,0.4948,0.03122815999999999,0.5287333333333333,1.0,0.1228,0.002,3154.0,3155.0
589,0.8377309740314329,6.660628830230324,5.822897856198891,0.2894,0.2582,0.2038,0.3126,0.5,0.0312,0.5286111111111111,0.6666666666666666,0.1104,0.0016,3203.0,3149.0
590,0.7884584033931832,7.211565120281953,6.423106716888769,0.3092,0.2806896,0.2176,0.338,0.524,0.028510400000000005,0.5278555555555555,1.0,0.1216,0.0012,3147.0,3156.0
591,0.8014756574919852,6.903569366349143,6.102093708857158,0.2982,0.26874752,0.2048,0.3296,0.5124,0.029452480000000003,0.5280222222222223,1.0,0.1262,0.0014,3156.0,3164.0
592,0.9052907408970672,6.30718945475879,5.401898713861723,0.2764,0.24200704,0.181,0.3052,0.4912,0.03439295999999999,0.5284777777777778,1.0,0.1254,0.0012,3184.0,3171.0
593,0.8130565080461745,6.848089175958784,6.03503266791261,0.2962,0.26622784,0.2002,0.331,0.5048,0.029972159999999998,0.5282555555555556,1.0,0.1322,0.0014,3163.0,3168.0
594,0.709753606890204,6.464086665275775,5.754333058385571,0.2822,0.25558656,0.1968,0.3102,0.5184,0.02661344000000001,0.5277833333333333,1.0,0.1172,0.0038,3163.0,3179.0
595,0.8564382827451551,6.859172590553044,6.002734307807889,0.2966,0.2650112,0.2006,0.3266,0.5112,0.0315888,0.5288333333333333,0.6666666666666666,0.128,0.002,3161.0,3173.0
596,0.8166093434202377,6.787242770146432,5.970633426726194,0.294,0.26380000000000003,0.2008,0.3258,0.504,0.030200000000000005,0.5287222222222222,0.6666666666666666,0.1282,0.0032,3152.0,3156.0
597,0.7152409068002905,6.573032049349278,5.8577911425489875,0.2862,0.25952648,0.1952,0.319,0.5196,0.026673520000000006,0.5282555555555555,1.0,0.1254,0.0016,3141.0,3156.0
598,0.8525413597960467,6.6880837365367265,5.83554237674068,0.2904,0.25868096,0.1952,0.3236,0.4944,0.03171904000000002,0.5293222222222222,1.0,0.13,0.0016,3208.0,3170.0
599,0.8286514495582988,6.567570296758232,5.738918847199933,0.286,0.25499776,0.192,0.3166,0.5056,0.031002239999999986,0.5289722222222222,0.3333333333333333,0.1266,0.002,3164.0,3169.0
600,0.8455693017585508,6.83147585944751,5.985906557688959,0.2956,0.26437652,0.2012,0.3266,0.5038,0.031223479999999984,0.5285722222222222,1.0,0.1268,0.0014,3142.0,3163.0
601,0.8480133034437314,7.115845841304348,6.267832537860617,0.3058,0.27493776000000003,0.2156,0.3348,0.4978,0.03086224,0.5289999999999999,0.5,0.1204,0.0012,3164.0,3143.0
602,0.8847935653579402,6.870262309706573,5.9854687443486325,0.297,0.26436000000000004,0.1978,0.3278,0.512,0.03263999999999999,0.5289888888888888,0.5,0.132,0.002,3172.0,3159.0
603,0.9022281944526354,6.803818420071869,5.901590225619234,0.2946,0.26118816,0.1912,0.326,0.5192,0.03341184,0.5279222222222222,1.0,0.136,0.0012,3127.0,3178.0
604,0.7681199222321435,6.842549830632066,6.074429908399923,0.296,0.26770916,0.2056,0.3282,0.5066,0.02829083999999999,0.5284666666666666,1.0,0.1248,0.0022,3159.0,3154.0
