bootstrap_replication,delta_tess,tess_promising,tess_matched_random,pi_promising,pi_matched_random,pi_base,pi_full,activation_rate,cov_activation_increment,trigger_threshold,trigger_tie_probability,incremental_gain_rate,reverse_transition_rate,reference_unique_repetitions,evaluation_unique_repetitions
24,0.8859927721273451,6.909126078869653,6.023133306742308,0.2984,0.26577984,0.2018,0.3256,0.5168,0.03262016000000001,0.5282222222222221,1.0,0.1256,0.0018,3141.0,3129.0
25,0.7217932711102675,6.5239312729500245,5.802138001839757,0.2844,0.25740968,0.2004,0.3152,0.4966,0.026990320000000005,0.5286111111111111,1.0,0.1152,0.0004,3138.0,3209.0
26,0.6489273759785927,6.361149427612433,5.71222205163384,0.2784,0.25397688,0.1962,0.3118,0.4998,0.024423119999999993,0.5289,1.0,0.1184,0.0028,3143.0,3180.0
27,0.9126598167782047,6.9759304586148385,6.063270641836634,0.3008,0.26728988,0.2028,0.3302,0.5062,0.033510120000000004,0.5282222222222221,0.75,0.1284,0.001,3149.0,3171.0
28,0.7084242077431933,6.853630095634059,6.1452058878908655,0.2964,0.2703628,0.211,0.3256,0.518,0.026037200000000003,0.5287333333333333,1.0,0.1164,0.0018,3168.0,3166.0
29,0.6612252159335048,6.399010468842618,5.737785252909113,0.2798,0.25495444,0.2004,0.3086,0.5042,0.024845559999999996,0.5283055555555556,1.0,0.1114,0.0032,3161.0,3185.0
30,0.7872744025123914,6.798291637399499,6.011017234887108,0.2944,0.2653234,0.2068,0.3238,0.5002,0.029076599999999994,0.5290333333333334,1.0,0.1192,0.0022,3170.0,3138.0
31,0.8330408274592029,6.682589661328824,5.849548833869621,0.2902,0.25921336,0.1974,0.3178,0.5134,0.030986640000000003,0.5281,0.75,0.122,0.0016,3167.0,3161.0
32,0.7205137961915353,6.875809535735241,6.155295739543706,0.2972,0.27074032000000003,0.2088,0.3316,0.5044,0.026459680000000006,0.528988888888889,0.5,0.1252,0.0024,3172.0,3135.0
33,0.935296762465379,6.9258057254706085,5.9905089630052295,0.299,0.26455016,0.1994,0.3278,0.5074,0.03444984000000001,0.5286666666666666,1.0,0.1312,0.0028,3189.0,3168.0
34,0.7764896799826877,6.987086811277638,6.21059713129495,0.3012,0.272806,0.214,0.3328,0.495,0.028393999999999996,0.52925,0.5,0.1218,0.003,3150.0,3165.0
35,0.8403154031989635,6.43152141425253,5.591206011053567,0.281,0.24933168,0.1908,0.3132,0.4782,0.03166832,0.5292777777777777,1.0,0.1242,0.0018,3157.0,3164.0
36,0.8237680781214793,7.239807520913069,6.41603944279159,0.3102,0.2804288,0.212,0.344,0.5184,0.029771199999999998,0.5282222222222221,0.6,0.1336,0.0016,3148.0,3136.0
37,0.8775437375471942,6.987086811277638,6.1095430737304435,0.3012,0.26902687999999997,0.2036,0.3328,0.5064,0.03217312000000001,0.5283555555555556,0.6666666666666666,0.1314,0.0022,3181.0,3152.0
38,0.7476175994668575,6.09816111446285,5.350543514995993,0.2686,0.24000771999999998,0.183,0.2992,0.4906,0.028592279999999998,0.5288222222222222,0.5,0.1168,0.0006,3166.0,3141.0
39,0.8451596671386348,6.480389712146011,5.6352300450073765,0.2828,0.25102488,0.1888,0.3132,0.5002,0.031775120000000004,0.5284388888888889,0.3333333333333333,0.1254,0.001,3150.0,3140.0
40,0.7573107225070128,6.317969507975795,5.560658785468783,0.2768,0.24815456,0.192,0.3086,0.4816,0.028645440000000008,0.5289722222222222,1.0,0.118,0.0014,3141.0,3174.0
41,0.711848318397589,6.671606153575651,5.959757835178062,0.2898,0.2633892,0.204,0.321,0.5076,0.02641079999999999,0.5276444444444445,0.25,0.1184,0.0014,3197.0,3174.0
42,0.8316600520493234,6.540284462008593,5.70862440995927,0.285,0.2538392,0.1912,0.318,0.494,0.031160800000000002,0.5284222222222222,1.0,0.1278,0.001,3196.0,3175.0
