study_id,status,interpretation,library,alpha,point_estimate_recomputed,point_tess_promising,point_tess_matched_random,point_activation_rate,two_bank_bootstrap_mean,two_bank_bootstrap_se,two_bank_ci_low_95,two_bank_ci_high_95,two_bank_ci_width,bootstrap_probability_gt_zero,bootstrap_probability_le_zero,bootstrap_repetitions,reference_repetitions,evaluation_repetitions,bootstrap_seed,primary_adjudication_unchanged,analysis_label,locked_conditional_estimate,locked_conditional_bootstrap_se,locked_conditional_ci_low_95,locked_conditional_ci_high_95,locked_conditional_ci_width,ci_width_inflation_ratio,bootstrap_se_inflation_ratio
TESS_REFERENCE_BANK_UNCERTAINTY_V1,ROBUST,Reference-bank and evaluation-bank uncertainty included; lower CI bound > 0.,mixed_realistic_20,0.05,0.7949499185415281,6.649657684332337,5.854707765790809,0.5034,0.7883641356685023,0.07144362265606387,0.6497822163570611,0.9306736076460788,0.28089139128901763,1.0,0.0,20000,5000,5000,20260829,True,post hoc sensitivity,0.7949499185415281,0.0622877540590826,0.6752856706826483,0.918013012636766,0.24272734195411771,1.1572301209565174,1.1469930764929577
