library,mapping_status,alpha,candidate_order,candidate,trigger_threshold,regular_quantile_threshold,regular_quantile_index_zero_based,plus_one_threshold,plus_one_index_zero_based,plus_one_attainable,plus_one_minus_regular_threshold,candidate_minus_trigger_gap,absolute_gap,exact_coincidence,candidate_threshold_tie_count,candidate_threshold_tie_mass,candidate_lower_spacing,candidate_upper_spacing,trigger_lower_spacing,trigger_upper_spacing,gap_in_local_score_spacings,regularity_classification
mixed_realistic_20,historical_surrogate_20_candidate,0.05,1,logistic_regression,0.5283444444444445,0.5496222222222222,9499,0.5496444444444444,9500,True,2.222222222214576e-05,0.02127777777777773,0.02127777777777773,False,1,0.0001,1.111111111107288e-05,2.222222222214576e-05,1.1102230246251565e-16,5.555555555480929e-06,191653184142544.0,empirically_separated
mixed_realistic_20,historical_surrogate_20_candidate,0.05,2,linear_svm,0.5283444444444445,0.5495222222222221,9499,0.5495333333333333,9500,True,1.1111111111183902e-05,0.02117777777777763,0.02117777777777763,False,1,0.0001,4.444444444440254e-05,1.1111111111183902e-05,1.1102230246251565e-16,5.555555555480929e-06,190752464217069.0,empirically_separated
mixed_realistic_20,historical_surrogate_20_candidate,0.05,3,rbf_svm,0.5283444444444445,0.5501333333333334,9499,0.5501444444444444,9500,True,1.111111111107288e-05,0.021788888888888858,0.021788888888888858,False,1,0.0001,3.333333333332966e-05,1.111111111107288e-05,1.1102230246251565e-16,5.555555555480929e-06,196256863761634.0,empirically_separated
mixed_realistic_20,historical_surrogate_20_candidate,0.05,4,gaussian_nb,0.5283444444444445,0.5504888888888888,9499,0.5504888888888889,9500,True,1.1102230246251565e-16,0.0221444444444443,0.0221444444444443,False,1,0.0001,1.1111111110961858e-05,1.1102230246251565e-16,1.1102230246251565e-16,5.555555555480929e-06,199459423496652.0,empirically_separated
mixed_realistic_20,historical_surrogate_20_candidate,0.05,5,decision_tree,0.5283444444444445,0.5374777777777778,9499,0.5374777777777778,9500,True,0.0,0.009133333333333327,0.009133333333333327,False,2,0.0002,1.1102230246251565e-16,2.222222222214576e-05,1.1102230246251565e-16,5.555555555480929e-06,82265753193301.0,empirically_separated
mixed_realistic_20,historical_surrogate_20_candidate,0.05,6,random_forest,0.5283444444444445,0.5492777777777778,9499,0.5493666666666667,9500,True,8.88888888889161e-05,0.02093333333333325,0.02093333333333325,False,1,0.0001,1.1111111110961858e-05,8.88888888889161e-05,1.1102230246251565e-16,5.555555555480929e-06,188550704399244.0,empirically_separated
mixed_realistic_20,historical_surrogate_20_candidate,0.05,7,hist_gradient_boosting,0.5283444444444445,0.5511555555555556,9499,0.5512222222222223,9500,True,6.666666666665932e-05,0.022811111111111115,0.022811111111111115,False,1,0.0001,1.1102230246251565e-16,6.666666666665932e-05,1.1102230246251565e-16,5.555555555480929e-06,205464222999814.0,empirically_separated
mixed_realistic_20,historical_surrogate_20_candidate,0.025,1,logistic_regression,0.5283444444444445,0.5598555555555556,9749,0.5599999999999999,9750,True,0.00014444444444439153,0.031511111111111045,0.031511111111111045,False,1,0.0001,0.00012222222222224577,0.00014444444444439153,1.1102230246251565e-16,5.555555555480929e-06,283826856516060.0,empirically_separated
mixed_realistic_20,historical_surrogate_20_candidate,0.025,2,linear_svm,0.5283444444444445,0.5596777777777778,9749,0.5596777777777778,9750,True,0.0,0.031333333333333324,0.031333333333333324,False,2,0.0002,2.2222222222256782e-05,1.111111111107288e-05,1.1102230246251565e-16,5.555555555480929e-06,282225576648551.0,empirically_separated
mixed_realistic_20,historical_surrogate_20_candidate,0.025,3,rbf_svm,0.5283444444444445,0.5606,9749,0.5606888888888888,9750,True,8.888888888880508e-05,0.03225555555555548,0.03225555555555548,False,1,0.0001,4.4444444444513564e-05,8.888888888880508e-05,1.1102230246251565e-16,5.555555555480929e-06,290532215961256.0,empirically_separated
mixed_realistic_20,historical_surrogate_20_candidate,0.025,4,gaussian_nb,0.5283444444444445,0.5592666666666666,9749,0.5593,9750,True,3.3333333333440684e-05,0.030922222222222073,0.030922222222222073,False,1,0.0001,1.1111111110961858e-05,3.3333333333440684e-05,1.1102230246251565e-16,5.555555555480929e-06,278522616954934.0,empirically_separated
mixed_realistic_20,historical_surrogate_20_candidate,0.025,5,decision_tree,0.5283444444444445,0.5452277777777779,9749,0.5453055555555556,9750,True,7.77777777777322e-05,0.01688333333333336,0.01688333333333336,False,1,0.0001,0.00010555555555558094,7.77777777777322e-05,1.1102230246251565e-16,5.555555555480929e-06,152071547417544.0,empirically_separated
mixed_realistic_20,historical_surrogate_20_candidate,0.025,6,random_forest,0.5283444444444445,0.5593277777777778,9749,0.5593888888888889,9750,True,6.11111111111784e-05,0.03098333333333325,0.03098333333333325,False,1,0.0001,8.333333333332416e-05,6.11111111111784e-05,1.1102230246251565e-16,5.555555555480929e-06,279073056909391.0,empirically_separated
mixed_realistic_20,historical_surrogate_20_candidate,0.025,7,hist_gradient_boosting,0.5283444444444445,0.5602666666666666,9749,0.5604333333333333,9750,True,0.00016666666666675933,0.031922222222222074,0.031922222222222074,False,2,0.0002,6.66666666665483e-05,0.00016666666666675933,1.1102230246251565e-16,5.555555555480929e-06,287529816209675.0,empirically_separated
mixed_realistic_20,historical_surrogate_20_candidate,0.01,1,logistic_regression,0.5283444444444445,0.5700666666666667,9899,0.5701,9900,True,3.333333333332966e-05,0.041722222222222216,0.041722222222222216,False,1,0.0001,0.00016666666666675933,3.333333333332966e-05,1.1102230246251565e-16,5.555555555480929e-06,375800368906138.0,empirically_separated
mixed_realistic_20,historical_surrogate_20_candidate,0.01,2,linear_svm,0.5283444444444445,0.5699222222222222,9899,0.5700111111111111,9900,True,8.88888888889161e-05,0.041577777777777714,0.041577777777777714,False,1,0.0001,0.00022222222222223476,8.88888888889161e-05,1.1102230246251565e-16,5.555555555480929e-06,374499329013786.0,empirically_separated
mixed_realistic_20,historical_surrogate_20_candidate,0.01,3,rbf_svm,0.5283444444444445,0.5719777777777778,9899,0.5720555555555555,9900,True,7.77777777777322e-05,0.0436333333333333,0.0436333333333333,False,1,0.0001,5.5555555555586444e-05,7.77777777777322e-05,1.1102230246251565e-16,5.555555555480929e-06,393014127481865.0,empirically_separated
