model,error,roc_auc,average_precision,pauc_fpr_0_10,mannwhitney_p,replication,seed
logistic_regression,,0.7443091924195957,0.4868363578751427,0.5773746704576965,1.3270927325566047e-56,165,4170659451
linear_svm,,0.7430290162774239,0.48727025665719687,0.5782189609432877,4.926078989203568e-56,165,4170659451
rbf_svm,,0.6624738538963593,0.43792200785661534,0.5682033581240197,3.71646762257303e-26,165,4170659451
gaussian_nb,,0.7344719666588032,0.4578411742123541,0.5628479076909069,2.652312118669486e-52,165,4170659451
decision_tree,,0.5918408429661084,0.3194082259097666,0.5224975626137767,3.4431022283063435e-11,165,4170659451
random_forest,,0.7291947786427617,0.47375243016229607,0.5738567934343999,4.555343858013936e-50,165,4170659451
hist_gradient_boosting,,0.7361618306204294,0.47417357481176303,0.5687331090169396,4.980856291770458e-53,165,4170659451
logistic_regression,,0.7329260045608241,0.45951049908208197,0.5664154488604148,1.2121736224325804e-51,166,1276090790
linear_svm,,0.7331540457655107,0.4626310372603958,0.5681536939778085,9.693726254326112e-52,166,1276090790
rbf_svm,,0.6841770857906739,0.4399991942416719,0.5576745591272354,4.730770264786519e-33,166,1276090790
gaussian_nb,,0.7334009593457578,0.45562513960696466,0.56436266415035,7.60810974223742e-52,166,1276090790
decision_tree,,0.6169340253204372,0.3427032088715052,0.5343499453367654,6.949791232791764e-17,166,1276090790
random_forest,,0.7194181017535581,0.45183239572615247,0.568642058082219,4.631482677410161e-46,166,1276090790
hist_gradient_boosting,,0.7290264999606825,0.4553405380865119,0.5628479076909069,5.357451445679536e-50,166,1276090790
logistic_regression,,0.7309632775025556,0.4618687938593973,0.566994863899546,8.225797918810724e-51,167,506926391
linear_svm,,0.729020995517811,0.4638251663247489,0.5696601730795495,5.385938949597312e-50,167,506926391
rbf_svm,,0.6587166784619013,0.41373759757892103,0.5617470191165577,4.758923673836901e-25,167,506926391
gaussian_nb,,0.7217441220413621,0.4511904089303013,0.5629803454141369,5.346057689113637e-47,167,506926391
decision_tree,,0.609335535110482,0.33493811583195854,0.5307340294057138,3.2088269196305112e-15,167,506926391
random_forest,,0.7248014468821262,0.4682465274737927,0.568642058082219,3.024398626606899e-48,167,506926391
hist_gradient_boosting,,0.7285145867736101,0.4647789609772286,0.5672597393460059,8.768294862132169e-50,167,506926391
logistic_regression,,0.7334214044192813,0.46204033355258806,0.5758350819251479,7.456925994857882e-52,168,1404195737
linear_svm,,0.7315939293858614,0.4653365375309896,0.5766545403376334,4.453788809162351e-51,168,1404195737
rbf_svm,,0.6605929071321853,0.41470818289112,0.5612752097275507,1.3418251196945082e-25,168,1404195737
gaussian_nb,,0.5344153495321224,0.27270494330953926,0.5019847748804543,1.697896575792426e-07,168,1404195737
decision_tree,,0.5839317449083903,0.3176092896853985,0.5269414327746976,1.5310771718428718e-09,168,1404195737
random_forest,,0.7154258079735787,0.4534327959398414,0.560795122980842,1.787737799871818e-44,168,1404195737
hist_gradient_boosting,,0.722203349846662,0.45440870754709606,0.5650745169127112,3.481350682720694e-47,168,1404195737
logistic_regression,,0.7410961704804592,0.4801465131658481,0.5788894269171395,3.522690099471771e-55,169,1819013933
linear_svm,,0.7401808602657861,0.4778428821172672,0.5784258948858345,8.8941920156657e-55,169,1819013933
rbf_svm,,0.6490398678933711,0.42414094494907073,0.565413888578488,2.5851954855838306e-22,169,1819013933
gaussian_nb,,0.5341574270661319,0.272595619434592,0.5019694937981898,2.780190578191561e-07,169,1819013933
decision_tree,,0.6202052370842179,0.3408753384636183,0.5268593959436269,1.3434982791005811e-17,169,1819013933
random_forest,,0.7221490917669262,0.4569142347240599,0.5647351452469342,3.6624959193715537e-47,169,1819013933
hist_gradient_boosting,,0.7172100338130061,0.4431609357361819,0.5583201930279816,3.522066916920577e-45,169,1819013933
logistic_regression,,0.7336997719587953,0.47363063874147704,0.5752556668860167,5.672834148167238e-52,170,3703075591
linear_svm,,0.7330502476999292,0.47319709447377056,0.575164615951296,1.0732178093671757e-51,170,3703075591
rbf_svm,,0.6785971534166864,0.4373790427546307,0.5687827731631508,3.3798728363274486e-31,170,3703075591
gaussian_nb,,0.5312510812298498,0.2712841306731625,0.5017727529300601,5.385961245742946e-07,170,3703075591
decision_tree,,0.6186498387984587,0.345840839019015,0.5325833012585722,1.7785313296084817e-17,170,3703075591
random_forest,,0.7244279311158293,0.4485608758002807,0.5606709626153139,4.304685476787926e-48,170,3703075591
hist_gradient_boosting,,0.7271337579617835,0.46451040530488896,0.5661919602024642,3.2936227015757896e-49,170,3703075591
logistic_regression,,0.7413273570810727,0.4776145584559068,0.5740968368077543,2.7863757227513052e-55,171,436822396
linear_svm,,0.7407218683651805,0.47685485132624744,0.5734677576224118,5.14688538431369e-55,171,436822396
rbf_svm,,0.6849288354171581,0.4443662257472354,0.575098397089681,2.635478558327664e-33,171,436822396
gaussian_nb,,0.5359620979790831,0.27344003190184957,0.5020999114319359,8.370511904842837e-08,171,436822396
decision_tree,,0.6182330738381694,0.33715868812249794,0.525444597575562,2.3617885423109415e-17,171,436822396
random_forest,,0.7245938507509633,0.46180544666264506,0.5698588296643945,3.6802185838030344e-48,171,436822396
hist_gradient_boosting,,0.733084847055123,0.4631321255183384,0.5645944301660024,1.0374272840395378e-51,171,436822396
logistic_regression,,0.7389871825115988,0.4662773968899147,0.5695691221448289,2.960648334953904e-54,172,1137523828
linear_svm,,0.7404340646378863,0.470361799339753,0.5719943879514782,6.886332054136684e-55,172,1137523828
rbf_svm,,0.660273649445624,0.43443657233859645,0.5746265877006742,1.666094706373964e-25,172,1137523828
gaussian_nb,,0.5341078870802862,0.27258539504761337,0.5019694937981898,2.8869238986633324e-07,172,1137523828
decision_tree,,0.6046032869387434,0.3405519812429128,0.5375595452419679,1.419837932058837e-13,172,1137523828
random_forest,,0.7282385782810412,0.46338254030482307,0.5726234671368207,1.1430797780190346e-49,172,1137523828
hist_gradient_boosting,,0.7304521506644649,0.4500223507970345,0.5557045479941893,1.350824763353647e-50,172,1137523828
logistic_regression,,0.7410584257293387,0.4769079541835059,0.5724910294135905,3.66008632412305e-55,173,1051136586
linear_svm,,0.7414846268774081,0.4816302588952629,0.5738733481498036,2.3752481927534587e-55,173,1051136586
rbf_svm,,0.6713061256585673,0.4381425545811961,0.5661919602024642,7.356470071185789e-29,173,1051136586
gaussian_nb,,0.7287866635212706,0.44507378181325885,0.5633611038684231,6.749293130789157e-50,173,1051136586
decision_tree,,0.6046929307226546,0.33657847786849315,0.532268037397102,1.0315787652941987e-13,173,1051136586
random_forest,,0.7201902964535661,0.43707776715090574,0.5525922614982846,2.2673137582308476e-46,173,1051136586
hist_gradient_boosting,,0.7267059841157506,0.4422498611269555,0.5540242443807087,4.954852949528896e-49,173,1051136586
logistic_regression,,0.7403302665723047,0.4758139217063388,0.5694118523484933,7.648102609747737e-55,174,948139739
linear_svm,,0.7395030274435794,0.47545232238410434,0.5706286239306688,1.7619814550187338e-54,174,948139739
rbf_svm,,0.6624659904065425,0.43269530180103855,0.5642633358579274,3.7365826384693633e-26,174,948139739
gaussian_nb,,0.5342580797357868,0.2725596173360615,0.5019542620893734,1.1394080754207345e-07,174,948139739
decision_tree,,0.6262058661634032,0.35503023247076987,0.537751182851194,1.7889386325930555e-19,174,948139739
random_forest,,0.723109223873555,0.4544481044476785,0.562053281351527,1.48990957736348e-47,174,948139739
hist_gradient_boosting,,0.7250326334827397,0.4407445213355536,0.5493392599214479,2.430114728987677e-48,174,948139739
logistic_regression,,0.7337925611386333,0.46062473632994466,0.5733022104683743,5.178241725567673e-52,175,577505098
linear_svm,,0.7338617598490209,0.4622156283651311,0.5731780501028462,4.837563921223809e-52,175,577505098
rbf_svm,,0.6627585122277266,0.41397809738132585,0.5616063040356257,3.056285122096943e-26,175,577505098
gaussian_nb,,0.7205441534953211,0.4593473207582205,0.5649834659779905,1.633048884780281e-46,175,577505098
decision_tree,,0.6331367460879138,0.3721369743719839,0.5524749003908687,1.9974499020277258e-21,175,577505098
random_forest,,0.7284894236061964,0.4518779636892529,0.565480107440103,8.982941462996802e-50,175,577505098
hist_gradient_boosting,,0.7317008728473696,0.46686792923683296,0.5718785049436519,4.013053286545977e-51,175,577505098
logistic_regression,,0.7438908547613432,0.4881757003478649,0.5788645948440339,2.03874319845348e-56,176,2770345257
linear_svm,,0.7439521899819139,0.48854339222459375,0.578856317486332,1.914450119396368e-56,176,2770345257
rbf_svm,,0.6720295667217111,0.43479999376523115,0.5667382658107879,4.3550786368329057e-29,176,2770345257
gaussian_nb,,0.5342785248093104,0.272619448889657,0.5019694937981898,8.018722960829271e-08,176,2770345257
decision_tree,,0.5920287803727294,0.32824254852148366,0.5309486265794233,3.204190001372212e-11,176,2770345257
random_forest,,0.7292513957694425,0.4695576362363954,0.5680709204007897,4.313312379260014e-50,176,2770345257
hist_gradient_boosting,,0.7287536368640403,0.46603684411934343,0.5710342144580607,6.967258675894339e-50,176,2770345257
logistic_regression,,0.7391192891405206,0.475729734992606,0.5746762518468854,2.592459990529032e-54,177,3657051608
linear_svm,,0.7380734449948887,0.4765374136845467,0.5762655045256453,7.40352357311422e-54,177,3657051608
rbf_svm,,0.6746512542266259,0.4534638045166196,0.5783762307396233,6.397540590104571e-30,177,3657051608
gaussian_nb,,0.5331854997247779,0.2721743366341692,0.5019082702413242,6.305888992784143e-07,177,3657051608
decision_tree,,0.609494377604781,0.33489637935812305,0.5280997400009969,3.810850651460963e-15,177,3657051608
random_forest,,0.7356750806007707,0.4853852102647361,0.5737409104265736,8.073146939047894e-53,177,3657051608
hist_gradient_boosting,,0.7319304867500197,0.4718650308970937,0.5694615164947046,3.208045119238647e-51,177,3657051608
logistic_regression,,0.7410191082802549,0.46718180040519725,0.5684765109281815,3.808884858705437e-55,178,906329755
linear_svm,,0.74023433199654,0.4697133640416973,0.5712494257583094,8.426556689089276e-55,178,906329755
rbf_svm,,0.6725281119760951,0.41843918177048284,0.5600584381453753,3.030746064270462e-29,178,906329755
gaussian_nb,,0.5348344735393568,0.27293091924266943,0.5020232827096005,2.9105905007191374e-07,178,906329755
decision_tree,,0.6102304002516318,0.3487852214328034,0.5405397089141204,1.5371262216662918e-15,178,906329755
random_forest,,0.7339883620350712,0.4751597675334478,0.5782272383009895,4.271006234708783e-52,178,906329755
hist_gradient_boosting,,0.7253330187937408,0.47603811491192205,0.5704465220612276,1.8282279560783262e-48,178,906329755
logistic_regression,,0.7344609577730596,0.4667475377539847,0.5693704655599839,2.6812629271871714e-52,179,2237660090
linear_svm,,0.733910513485885,0.4679857236458532,0.5707776163693026,4.611033139480183e-52,179,2237660090
rbf_svm,,0.6669481796021074,0.4366373031097035,0.565811201748178,1.6526301025244175e-27,179,2237660090
gaussian_nb,,0.5376385940080208,0.27406247971767617,0.5021762911576104,1.3729423958989058e-08,179,2237660090
decision_tree,,0.6271722890618856,0.35185321005343495,0.5352677518282614,1.5247432320410765e-19,179,2237660090
random_forest,,0.7276000629079185,0.46585475203189375,0.5673425129230247,2.1084529391419715e-49,179,2237660090
hist_gradient_boosting,,0.7341495635763151,0.46731508822476076,0.5698174428758852,3.644258609523308e-52,179,2237660090
logistic_regression,,0.7351702445545334,0.4705081378670958,0.5742292745309843,1.3308367179507562e-52,180,2569284969
linear_svm,,0.7341715813478022,0.4726131656251681,0.5757688630635329,3.566086620515501e-52,180,2569284969
rbf_svm,,0.6775292914995676,0.4271120728457248,0.5607620135500345,7.538663368715942e-31,180,2569284969
gaussian_nb,,0.7286577022882756,0.4320931205283858,0.5484784147204529,7.6409443226100395e-50,180,2569284969
decision_tree,,0.6249728709601321,0.3567808729232085,0.5408798003501323,4.470489949065461e-19,180,2569284969
random_forest,,0.7290563812219863,0.46278894369474527,0.5646027075237042,5.205392789250837e-50,180,2569284969
hist_gradient_boosting,,0.7276102854446802,0.4617759232263927,0.5650000206933943,2.0879170810861162e-49,180,2569284969
logistic_regression,,0.733592828497287,0.4716496432316671,0.5704713541343333,6.301470392550439e-52,181,3815396752
linear_svm,,0.7320893292443187,0.4754991557839979,0.5726069124214168,2.7473859018559154e-51,181,3815396752
rbf_svm,,0.6593536211370606,0.4121635769281438,0.5567061082761161,3.101484053763634e-25,181,3815396752
gaussian_nb,,0.533588110403397,0.2722568112269033,0.50190905515872,4.24475792116345e-08,181,3815396752
decision_tree,,0.5961673350633012,0.3221808269367434,0.5231178079803953,5.606574179167021e-12,181,3815396752
random_forest,,0.7220099079971691,0.45394357274089003,0.563828774578579,4.1712174534411185e-47,181,3815396752
hist_gradient_boosting,,0.7295981756703626,0.46664707107607234,0.5662416243486754,3.086473454157339e-50,181,3815396752
logistic_regression,,0.741695368404498,0.47937289326071664,0.576745591272354,1.9175011750821627e-55,182,2237183614
linear_svm,,0.7422678304631595,0.4809625105250783,0.5773829478153983,1.070964436517211e-55,182,2237183614
rbf_svm,,0.6817252496658017,0.4393289729579484,0.5696436183641458,3.136867939088465e-32,182,2237183614
gaussian_nb,,0.7274781788157585,0.4449591450741675,0.5593134759522065,2.3693795641436867e-49,182,2237183614
decision_tree,,0.6282684595423449,0.3616295624890124,0.5436510597087197,1.5461233948220597e-19,182,2237183614
random_forest,,0.7243933317606354,0.4445317053933738,0.5616890776126445,4.447637060057908e-48,182,2237183614
hist_gradient_boosting,,0.7328269245891328,0.4623096253609623,0.5610103342810908,1.3357109769104628e-51,182,2237183614
logistic_regression,,0.7283022725485571,0.4630818840909785,0.5712080389698,1.0752607801181807e-49,183,3254839350
linear_svm,,0.7286356845167885,0.4681555254196843,0.5734843123378155,7.804490260180365e-50,183,3254839350
rbf_svm,,0.6699504600141543,0.4337787012062547,0.5668707035340179,1.9532893201703456e-28,183,3254839350
gaussian_nb,,0.5327121176378077,0.27205134731764113,0.5019007846080557,6.247187618489043e-07,183,3254839350
decision_tree,,0.6116599827003225,0.34704551086274416,0.5368307928742987,1.6287825146048094e-15,183,3254839350
random_forest,,0.7328819690178501,0.4808322833785486,0.5782520703740952,1.2656048741320584e-51,183,3254839350
hist_gradient_boosting,,0.7179963827946843,0.45430416149882497,0.5684020147088646,1.7140976695460988e-45,183,3254839350
logistic_regression,,0.7384414563183141,0.4787658108877754,0.5726979633561374,5.120395521124646e-54,184,642661475
linear_svm,,0.7384398836203506,0.48048653861328483,0.5740140632307354,5.1284764828564055e-54,184,642661475
rbf_svm,,0.6770920814657545,0.4440955175012021,0.5677067166619072,1.0455425490698579e-30,184,642661475
gaussian_nb,,0.5299598962019344,0.27082324627337423,0.5017175601010313,5.648922452711904e-06,184,642661475
decision_tree,,0.6180600770622002,0.34393714452539725,0.5340453808570522,1.177835584010736e-16,184,642661475
random_forest,,0.7306605331446095,0.46442112627447024,0.5667837912781482,1.1036463749284078e-50,184,642661475
hist_gradient_boosting,,0.7297287096013212,0.44679977410642746,0.5572606912421417,2.7207842215827467e-50,184,642661475
logistic_regression,,0.7428623102933081,0.47996306014904344,0.573848516076698,5.84059186855517e-56,185,2952272912
linear_svm,,0.7436738224423999,0.48145581046837876,0.5744858726197424,2.5466728354539518e-56,185,2952272912
rbf_svm,,0.6698262168750491,0.4309611731711022,0.5661009092677436,2.135344990774817e-28,185,2952272912
gaussian_nb,,0.5316686325391209,0.27167020548900206,0.5018544194154726,2.7742484176767546e-06,185,2952272912
