replication,seed,roc_auc,average_precision,pauc_fpr_0_10
75,1034764514,0.7406731147283164,0.4858711336222884,0.5747921348547117
76,1443038265,0.73539828575922,0.4570836448095126,0.5681040298315971
77,3761416054,0.7352929149956751,0.47513420506704357,0.5763482781026641
78,1205559295,0.7441094597782496,0.49551878944368366,0.5790135872826676
79,563158782,0.7361720531571913,0.4688086069758933,0.571539133277875
80,2003807228,0.7360226468506724,0.47167171943171443,0.5734925896955174
81,978961461,0.7431689863961626,0.48371826787116107,0.5785417778936608
82,1998400913,0.7423197294959503,0.4868580606294607,0.5764062196065771
83,3569951427,0.738119053235826,0.4580439676330805,0.5682116354817215
84,3469398523,0.7400283085633405,0.4772703140073177,0.573260823679865
85,1440666809,0.7438735550837462,0.48157729773197727,0.5785500552513627
86,2554261048,0.7415333805142721,0.4868551574110257,0.5770601308650253
87,3410076678,0.7342690886215303,0.4622483263356987,0.5698588296643945
88,2744093310,0.7375135645199339,0.4821713113414729,0.5744527631889348
89,2511562231,0.7300007863489817,0.47034182664319873,0.5701650918993639
90,1597907457,0.7443437917747896,0.4774050897512981,0.574899740504836
91,2407727768,0.7353086419753085,0.460201154637707,0.5768945837109878
92,251578240,0.7381253440276794,0.48703503258727654,0.5790798061442827
93,833332768,0.7418164661476763,0.4787204430120586,0.577209123303659
94,1019689395,0.7389698828340017,0.47637377881883675,0.5751728933089979
95,3075732333,0.7403365573641582,0.47518041628953644,0.5763896648911735
96,1517568219,0.7331100102225367,0.4716437450377026,0.5737740198573811
97,1550870139,0.7415601163796494,0.4599708868814058,0.5693042466983689
98,3297791305,0.7315278760714005,0.4564741569903753,0.5732028821759518
99,2694014092,0.7451301407564677,0.48787618430891294,0.5787652665516114
100,2145451684,0.743387591413069,0.48130110954809946,0.5788728722017358
101,2759362677,0.7401997326413462,0.4708192780000651,0.5753053310322279
102,2164733220,0.7341196823150113,0.46404356721879914,0.5729297293717899
103,3794917539,0.7462546198002674,0.4759914308609639,0.5718867823013537
104,1159415526,0.737054336714634,0.4770171936957709,0.5759426875752722
105,1987572286,0.7358354957930329,0.4752877397374329,0.5764972705412978
106,1611315576,0.7340614924903673,0.4736444594360808,0.5711004333196757
107,923143172,0.7352221435873241,0.46399897580684346,0.5702975296225938
